agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,statement_of_need,summary_of_the_legal_basis,alternatives,federalism,cost_and_benefits,risks,agency_contact_list,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,legal_deadline5,legal_deadline6,legal_deadline7,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25,action26,action27,action28,action29,action30,action31,action32,action33,action34,action35,action36,action37,action38,action39,action40,action41,action42,action43,action44,action45,action46,action47,action48,action49,action50,action51,action52,action53,action54,action55,action56,action57,action58
199710,0970-AB89,0970,Administration for Children and Families,0900,Department of Health and Human Services,Title IV-E Training,"This NPRM will revise the title IV-E training regulations. The current title IV-E training regulations are a carryover from the old title IV-A regulations. They have never been revised to reflect the different requirements and emphases that Public Law 96-272 placed on states regarding the removal of children from their homes, the efforts required to prevent removal and work for reunification or other permanent placements for children in foster care. In addition, there are areas of ambiguity in the current rule which need clarification to assure consistent application of policy.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1356.60; 45 CFR 235.63 to 235.66(a),42 USC 672; 42 USC 673,No,,,,,,,"Judith,Reich,Training Specialist, Children's Bureau,0970,Administration for Children and Families,ACF,202 205-8713,DHHS/ACYF,Washington,DC,20013",,,,,,,,NPRM; 06/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB90,0970,Administration for Children and Families,0900,Department of Health and Human Services,Designation of Family Child Care as a Program Option for Head Start Programs,This Rule Change will allow Head Start Programs to choose Family Child Care as Head Start Program Option.,"Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1306,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 03/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB24,0970,Administration for Children and Families,0900,Department of Health and Human Services,Standards for Safe Transportation,"This rule establishes Head Start Performance Standards for the safe transportation of Head Start children, including vehicle requirements, driver qualifications and training and safety rules for children and staff while en route and loading and unloading of vehicles.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 1310,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 06/15/1995; 60 FR 31612,NPRM Comment Period End; 08/14/1995,Final Action; 06/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB31,0970,Administration for Children and Families,0900,Department of Health and Human Services,Standards for Purchase of Facilities,This regulation establishes standards for the purchase of facilities as required by the Head Start Improvement Act of 1992.,Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 1309,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 12/01/1994; 59 FR 61575,NPRM Comment Period End; 01/30/1995,Final Action; 02/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB53,0970,Administration for Children and Families,0900,Department of Health and Human Services,Income Eligibility Criteria for Indian Tribes,"This Final Rule will revise the income eligibility criteria used in enrolling Head Start children and families to allow Indian tribes, in certain situations, to enroll more children whose families do not meet Head Start's income criteria than would otherwise be possible.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 1305,45 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 10/25/1995; 60 FR 54648,NPRM Comment Period End; 12/26/1995,Final Action; 02/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB59,0970,Administration for Children and Families,0900,Department of Health and Human Services,Income and Resource Disregards Related to Interests of Individual Indians in Trust or Restricted Lands,"These rules incorporate statutory disregards in the AFDC program and the Adult Assistance programs in Guam, Puerto Rico and the Virgin Islands. The first provides that up to $2,000 per year of income derived from interests of individual Indians in trust or restricted lands shall not be considered in determining assistance under the Social Security Act or any other Federally assisted program. The second is a provision requiring that interests of individual Indians in trust or restricted lands shall not be considered a resource in determining eligibility for assistance under the Social Security Act or any other Federally assisted program.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 233,25 USC 1408,No,,,,,,,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,NPRM; 10/25/1994; 59 FR 51536,Final Action; 02/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB74,0970,Administration for Children and Families,0900,Department of Health and Human Services,Child Care and Development Fund,The Administration for Children and Families will amend existing regulations which govern the administration of the Child Care and Development Block Grant program. The purpose of this regulatory package will be to implement the legislative changes contained in the Personal Responsibility and Work Opportunity Reconciliation Act of 1996.,Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 98.14; 45 CFR 98.33; 45 CFR 98.43; 45 CFR 98.50; 45 CFR 98.51; 45 CFR 98.52; 45 CFR 98.53; 45 CFR 98.60; 45 CFR 98.61; 45 CFR 98.62; 45 CFR 98.63; 45 CFR 98.64; 45 CFR 98.66; 45 CFR 98.81; 45 CFR 98.83; ...,42 USC 618; 42 USC 9858,No,,,,,,,"Joan,Lombardi,Associate Commissioner, Child Care Bureau,0970,Administration for Children and Families,ACF,202 690-6782,P.O. Box 1182,Washington,DC,20013",,,,,,,,NPRM; 07/23/1997; 62 FR 39610,Final Action; 04/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB81,0970,Administration for Children and Families,0900,Department of Health and Human Services,Child Support Enforcement Program Omnibus Conforming Regulation,This rule eliminates child support enforcement program regulations rendered obsolete or inconsistent with the Personal Responsibility and Work Opportunity Reconciliation Act of 1996.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 304; 45 CFR 305,42 USC 1102,No,,,,,,,"Marilyn,Cohen,R.,Program Specialist,0970,Administration for Children and Families,ACF,202 401-5366,mcohen@acf.dhhs.gov,MS OCSE, DPP, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,Final Action; 03/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB84,0970,Administration for Children and Families,0900,Department of Health and Human Services,Personal Responsibility and Work Opportunity Reconciliation Act of 1996 Conforming Regulation,This regulation will eliminate regulations repealed by title I of the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 (P.L. 104-193).,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 205; 45 CFR 232; 45 CFR 233; 45 CFR 250; 45 CFR 255; 45 CFR 256; 45 CFR 257,42 USC 601 note; 42 USC prec 601; 42 USC 601 to 610; 42 USC 612; 42 USC 613; 42 USC 615 to 617,No,,,,,,,"Ann,Burek,Program Analyst, Office of Legislative Affairs and Budget,0970,Administration for Children and Families,ACF,202 401-9223,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,Final Action; 03/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB92,0970,Administration for Children and Families,0900,Department of Health and Human Services,Data Collection and Reporting for the Welfare to Work Program,This interim final rule will specify the data collection and reporting requirements for the Welfare-to-Work program.,Other Significant,First Time Published in The Unified Agenda,Final Rule Stage,No,Not yet determined,42 USC 611,No,,,,,,,"Howard,Rolston,Director, Office of Planning, Research and Evaluation,0970,Administration for Children and Families,ACF,202 401-9220,hrolston@acf.dhhs.gov,7th Floor West, 370 L'Enfant Promenade SW.,Washington,DC,20447",Statutory; Final; 11/05/1997;  Implementing regulations must be issued within 90 days after the date of enactment.,,,,,,,Interim Final Rule; 11/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB64,0970,Administration for Children and Families,0900,Department of Health and Human Services,Data Collection and Reporting Under the Temporary Assistance for Needy Families Block Grant,"ACF will propose regulations to define data elements and specify data collection, verification, and other procedures to meet the requirements of the Temporary Assistance for Needy Families Block Grant. CONSOLIDATED UNDER RIN 0970-ab77.",Other Significant,Previously Published in The Unified Agenda,Completed Actions,No,Not yet determined,"PL 104-193, sec 103",No,,,,,,,"Howard,Rolston,Director, Office of Planning, Research and Evaluation,0970,Administration for Children and Families,ACF,202 401-9220,hrolston@acf.dhhs.gov,7th Floor West, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,Merged With RIN 0970-AB77; 10/01/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB76,0970,Administration for Children and Families,0900,Department of Health and Human Services,TANF Penalties and Administrative Costs,"This regulation will discuss the audit and penalty requirements of TANF and will include a discussion of the reasonable cause exception, a description of corrective compliance plans, and provide information on an appeals process. This regulation will also discuss the 15 percent administrative costs cap for TANF.",Other Significant,Previously Published in The Unified Agenda,Completed Actions,No,45 CFR 201,"PL 104-193, sec 103",No,,,,,,,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,Merged With RIN 0970-AB77; 10/01/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,3235-AD97,3235,Securities and Exchange Commission,,,Exemptions for International Tender and Exchange Offers,"The Division is considering recommending that the Commission repropose amendments to facilitate the extension of international tender offers to U.S. holders. The proposed rules would provide exemptions from the tender offer rules, securities registration and reporting requirements, and trust indenture provisions.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 200; 17 CFR 230; 17 CFR 239; 17 CFR 240; 17 CFR 260,15 USC 77b; 15 USC 77f; 15 USC 77g; 15 USC 77h; 15 USC 77j; 15 USC 77s; 15 USC 77sss; 15 USC 78c; 15 USC 78l; 15 USC 78m; 15 USC 78n; 15 USC 78o; 15 USC 78w; 15 USC 79t; 15 USC 80a-37,No,,,,,,,"Laurie,Green,L.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2920",,,,,,,,ANPRM; 06/12/1990; 55 FR 23751,ANPRM Comment Period End; 09/21/1990,NPRM; 06/14/1991; 56 FR 27582,NPRM Comment Period End; 09/09/1991,Reproposal; 10/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,3235-AF74,3235,Securities and Exchange Commission,,,Asset-Backed Securities Disclosure,The Division of Corporation Finance is considering whether to recommend to the Commission amendments to revise rules and forms which would specify disclosure requirements for asset-backed securities transactions.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 229; 17 CFR 230; 17 CFR 239; 17 CFR 240; 17 CFR 249,15 USC 77e; 15 USC 77f; 15 USC 77g; 15 USC 77h; 15 USC 77j; 15 USC 77s; 15 USC 78l; 15 USC 78m; 15 USC 78n; 15 USC 78o; 15 USC 78w,Undetermined,,,,,,,"Paula,Dubberly,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-1960",,,,,,,,NPRM; 12/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,3235-AG83,3235,Securities and Exchange Commission,,,Company Registration and Regulation of Capital Formation,"The Division is considering recommending that the Commission propose rules that would reform the registration of the capital formation process while maintaining or enhancing investor protection. The Division is considering a number of approaches to reform, including: the implementation of a ""company registration"" approach; modifications to the shelf registration system; liberalization of the treatment of unregistered securities; and the deregulation of offers.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 230; 17 CFR 239; 17 CFR 240; 17 CFR 249,15 USC 77a et seq; 15 USC 78a et seq,Yes,,,,,,,"Anne,Krauskopf,M.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 551-3500,100 F Street NE,Washington,DC,20549",,,,,,,,Notice With Request for Comments; 07/31/1996; 61 FR 40044,Notice Comment Period End; 09/30/1996,NPRM; 10/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,3235-AG84,3235,Securities and Exchange Commission,,,Regulation of Extraordinary Corporate Transactions,"The Division is considering recommending that the Commission propose rules designed to adapt the regulatory scheme applicable to extraordinary corporate transactions such as mergers, tender offers and going private transactions to the realities of today's securities marketplace, as well as promote uniform disclosure in connection with such transactions.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 240,15 USC 78n,Yes,,,,,,,"P.,Himelfarb,J.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2900",,,,,,,,NPRM; 10/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,3235-AG89,3235,Securities and Exchange Commission,,,Definitions for Purposes of the Private Litigation Reform Act of 1995,"The Division is considering recommending that the Commission issue proposed rules that will define the terms ""outside director,"" ""limited liability company,"" ""partnership,"" and ""direct participation investment program."" These definitions are deemed necessary in view of recent changes to the Securities Act and Exchange Act made in the Private Securities Litigation Reform Act of 1995.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 230.177(New); 17 CFR 230.178(New); 17 CFR 230.17a(New); 17 CFR 240.3b-12(New); 17 CFR 240.3b-13(New),15 USC 77a et seq; 15 USC 78a et seq,Yes,,,,,,,"Elliot,Staffin,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 551-3243,100 F Street NE,Washington,DC,20549",,,,,,,,NPRM; 12/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,3235-AG91,3235,Securities and Exchange Commission,,,Plain Vanilla Treatment of Election Contest Proxies/Shareholder Communications,The Division is considering recommending to the Commission that it propose amendments that would eliminate filing of preliminary proxy statements in election contests.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 240.14a-6,15 USC 78n,Yes,,,,,,,"Marija,Willen,A.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-1805",,,,,,,,NPRM; 12/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
